ts,equity_EURUSD,equity_GBPUSD,equity_US500,equity_USDJPY,equity_XAUUSD,portfolio_equity
2022-06-15 00:00:00+00:00,0.99992,0.999885,1.0,1.0,0.99979,0.999919
2022-06-16 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-17 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-21 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-22 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-23 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-24 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-27 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-28 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-29 00:00:00+00:00,0.99992,1.018249575726832,1.0,0.99991,0.99979,1.0035739151453664
2022-06-30 00:00:00+00:00,0.99992,1.018249575726832,0.9999,0.99991,0.99979,1.0035539151453663
2022-07-01 00:00:00+00:00,0.99992,1.018249575726832,1.0082369591912732,0.99991,0.99979,1.0052213069836209
2022-07-05 00:00:00+00:00,0.99992,1.018249575726832,1.0135602264240027,0.99991,0.99979,1.006285960430167
2022-07-06 00:00:00+00:00,0.99992,1.018249575726832,1.0097589240678932,0.99991,0.99979,1.005525699958945
2022-07-07 00:00:00+00:00,0.99992,1.018249575726832,1.0097589240678932,0.99991,0.99979,1.005525699958945
2022-07-08 00:00:00+00:00,0.99992,1.018249575726832,1.0114106464261274,0.99991,0.99979,1.0058560444305917
2022-07-11 00:00:00+00:00,0.99992,1.018249575726832,1.0114106464261274,0.99991,0.99979,1.0058560444305917
2022-07-12 00:00:00+00:00,0.99992,1.018249575726832,1.019050564720085,0.99991,0.99979,1.0073840280893833
2022-07-13 00:00:00+00:00,0.99992,1.018249575726832,1.019050564720085,0.99991,0.99979,1.0073840280893833
2022-07-14 00:00:00+00:00,0.99992,1.018249575726832,1.019050564720085,0.99991,0.99979,1.0073840280893833
2022-07-15 00:00:00+00:00,0.99992,1.018249575726832,1.019050564720085,0.99991,0.99979,1.0073840280893833
2022-07-18 00:00:00+00:00,0.99992,1.018249575726832,1.019050564720085,0.99991,0.99979,1.0073840280893833
2022-07-19 00:00:00+00:00,0.99992,1.018249575726832,1.019050564720085,0.99991,0.99979,1.0073840280893833
2022-07-20 00:00:00+00:00,0.99992,1.018249575726832,1.0267673570445035,0.99991,0.99979,1.0089273865542672
2022-07-21 00:00:00+00:00,0.99992,1.018249575726832,1.0267673570445035,0.99991,0.99979,1.0089273865542672
2022-07-22 00:00:00+00:00,0.99992,1.018249575726832,1.0267673570445035,0.99991,0.99979,1.0089273865542672
2022-07-25 00:00:00+00:00,0.99992,1.018249575726832,1.0267673570445035,0.99991,0.99979,1.0089273865542672
2022-07-26 00:00:00+00:00,0.99992,1.018249575726832,1.0267673570445035,0.99991,0.99979,1.0089273865542672
2022-07-27 00:00:00+00:00,0.99992,1.018249575726832,1.0267673570445035,0.99991,0.99979,1.0089273865542672
2022-07-28 00:00:00+00:00,0.99992,1.018249575726832,1.0267673570445035,0.99991,0.9620590155732502,1.001381189668917
