ts,equity_EURUSD,equity_GBPUSD,equity_US500,equity_USDJPY,equity_XAUUSD,portfolio_equity
2022-06-15 00:00:00+00:00,0.99992,0.999885,1.0,1.0,0.99979,0.999919
2022-06-16 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-17 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-21 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-22 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-23 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-24 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-27 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-28 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-29 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-06-30 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-07-01 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-07-05 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-07-06 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-07-07 00:00:00+00:00,0.99992,0.999885,1.0,0.99991,0.99979,0.999901
2022-07-08 00:00:00+00:00,0.99992,0.999885,0.9999,0.99991,0.99979,0.9998809999999999
2022-07-11 00:00:00+00:00,0.99992,0.999885,0.9999,0.99991,0.99979,0.9998809999999999
2022-07-12 00:00:00+00:00,0.99992,0.999885,1.00486865668742,0.99991,0.99979,1.000874731337484
2022-07-13 00:00:00+00:00,0.99992,0.999885,1.00486865668742,0.99991,0.99979,1.000874731337484
2022-07-14 00:00:00+00:00,0.99992,0.999885,1.00486865668742,0.99991,0.99979,1.000874731337484
2022-07-15 00:00:00+00:00,0.99992,0.999885,1.00486865668742,0.99991,0.99979,1.000874731337484
2022-07-18 00:00:00+00:00,0.99992,0.999885,1.00486865668742,0.99991,0.99979,1.000874731337484
2022-07-19 00:00:00+00:00,0.99992,0.999885,1.00486865668742,0.99991,0.99979,1.000874731337484
2022-07-20 00:00:00+00:00,0.99992,0.999885,1.0086836519170246,0.99991,0.99979,1.001637730383405
2022-07-21 00:00:00+00:00,0.99992,0.999885,1.0086836519170246,0.99991,0.99979,1.001637730383405
2022-07-22 00:00:00+00:00,0.99992,0.999885,1.0086836519170246,0.99991,0.99979,1.001637730383405
2022-07-25 00:00:00+00:00,0.99992,0.999885,1.0086836519170246,0.99991,0.99979,1.001637730383405
2022-07-26 00:00:00+00:00,0.99992,0.999885,1.0086836519170246,0.99991,0.99979,1.001637730383405
2022-07-27 00:00:00+00:00,0.99992,0.999885,1.0086836519170246,0.99991,0.99979,1.001637730383405
2022-07-28 00:00:00+00:00,0.99992,0.999885,1.0086836519170246,0.99991,0.9712934875595093,0.9959384278953068
2022-07-29 00:00:00+00:00,0.99992,0.999885,1.016990941476945,0.99991,0.9712934875595093,0.997599885807291
2022-08-01 00:00:00+00:00,0.99992,0.999885,1.016990941476945,0.99991,0.9712934875595093,0.997599885807291
2022-08-02 00:00:00+00:00,0.99992,0.999885,1.016990941476945,0.99991,0.9712934875595093,0.997599885807291
2022-08-03 00:00:00+00:00,0.99992,0.999885,1.016990941476945,0.99991,0.9712934875595093,0.997599885807291
2022-08-04 00:00:00+00:00,0.99992,0.999885,1.0269065000959157,0.99991,0.9712934875595093,0.9995829975310849
2022-08-05 00:00:00+00:00,0.99992,0.999885,1.0333892824412978,0.99991,0.9712934875595093,1.0008795540001614
2022-08-08 00:00:00+00:00,0.99992,0.999885,1.0333892824412978,0.99991,0.9712934875595093,1.0008795540001614
2022-08-09 00:00:00+00:00,0.99992,0.999885,1.040074014016816,0.99991,0.9712934875595093,1.002216500315265
2022-08-10 00:00:00+00:00,0.99992,0.999885,1.0420859197065568,0.99991,0.9712934875595093,1.002618881453213
2022-08-11 00:00:00+00:00,0.99992,0.999885,1.0473446777119417,0.99991,0.9712934875595093,1.0036706330542902
2022-08-12 00:00:00+00:00,0.99992,0.999885,1.0473446777119417,0.99991,0.9712934875595093,1.0036706330542902
2022-08-15 00:00:00+00:00,0.99992,0.999885,1.0473446777119417,0.99991,0.9712934875595093,1.0036706330542902
2022-08-16 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-17 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-18 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-19 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-22 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-23 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-24 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-25 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-26 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-29 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-30 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-08-31 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-09-01 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-09-02 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-09-06 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-09-07 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-09-08 00:00:00+00:00,0.99992,0.999885,1.0525722979649064,0.99991,0.9712934875595093,1.0047161571048833
2022-09-09 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-12 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-13 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-14 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-15 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-16 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-19 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-20 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-21 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-22 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-23 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-26 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
2022-09-27 00:00:00+00:00,0.99992,0.999885,1.0365735700481709,0.99991,0.9712934875595093,1.001516411521536
