ts,equity_GBPUSD,equity_USDJPY,equity_XAUUSD,portfolio_equity
2020-01-02 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-03 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-05 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-06 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-07 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-08 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-09 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-10 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-12 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-13 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-14 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2020-01-15 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2020-01-16 00:00:00+00:00,0.999885,0.99991,1.0047110936089785,1.0015020312029927
2020-01-17 00:00:00+00:00,0.999885,0.99991,1.0064452125596917,1.0020800708532305
2020-01-19 00:00:00+00:00,0.999885,0.99991,1.0087567627894598,1.0028505875964866
2020-01-20 00:00:00+00:00,0.999885,0.99991,1.0087567627894598,1.0028505875964866
2020-01-21 00:00:00+00:00,0.999885,0.99991,1.0087567627894598,1.0028505875964866
2020-01-22 00:00:00+00:00,0.999885,0.99991,1.0087567627894598,1.0028505875964866
2020-01-23 00:00:00+00:00,1.0279855632862243,0.99991,1.0087567627894598,1.012217442025228
2020-01-24 00:00:00+00:00,1.0279855632862243,0.99991,1.0087567627894598,1.012217442025228
2020-01-26 00:00:00+00:00,1.0279855632862243,1.0213169407089242,1.0087567627894598,1.019353088928203
2020-01-27 00:00:00+00:00,1.043495911225673,1.0213169407089242,1.0087567627894598,1.024523204908019
2020-01-28 00:00:00+00:00,1.043495911225673,1.0213169407089242,1.0087567627894598,1.024523204908019
2020-01-29 00:00:00+00:00,1.043495911225673,1.0213169407089242,1.0087567627894598,1.024523204908019
2020-01-30 00:00:00+00:00,1.043495911225673,1.0213169407089242,1.0087567627894598,1.024523204908019
2020-01-31 00:00:00+00:00,1.048629695618953,1.0213169407089242,1.0087567627894598,1.0262344663724459
2020-02-02 00:00:00+00:00,1.048629695618953,1.0213169407089242,1.0087567627894598,1.0262344663724459
2020-02-03 00:00:00+00:00,1.048629695618953,1.0213169407089242,1.0087567627894598,1.0262344663724459
