ts,equity_EURUSD,equity_GBPUSD,equity_USDJPY,equity_XAUUSD,portfolio_equity
2022-01-03 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-04 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-05 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-06 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-07 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-09 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-10 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-11 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-12 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-13 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-14 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-16 00:00:00+00:00,1.0,0.99977,0.99982,0.9997160771056194,0.9998265192764049
2022-01-17 00:00:00+00:00,1.0,0.9769010853188893,0.99982,0.9997160771056194,0.9941092906061272
2022-01-18 00:00:00+00:00,1.0,0.9727952015000954,0.99982,0.9997160771056194,0.9930828196514287
2022-01-19 00:00:00+00:00,1.0,0.9727952015000954,0.99982,0.9997160771056194,0.9930828196514287
2022-01-20 00:00:00+00:00,1.0,0.9727952015000954,0.99982,0.9997160771056194,0.9930828196514287
2022-01-21 00:00:00+00:00,1.0,0.9795440626261407,0.99982,0.9997160771056194,0.99477003493294
2022-01-23 00:00:00+00:00,1.0,0.9795440626261407,0.99982,0.9997160771056194,0.99477003493294
2022-01-24 00:00:00+00:00,1.0,0.9795440626261407,0.99982,0.9997160771056194,0.99477003493294
2022-01-25 00:00:00+00:00,1.0,0.9795440626261407,0.99982,0.9997160771056194,0.99477003493294
2022-01-26 00:00:00+00:00,1.0,0.9795440626261407,0.99982,0.9997160771056194,0.99477003493294
2022-01-27 00:00:00+00:00,0.9998585905296936,0.9795440626261407,0.99982,0.9997160771056194,0.9947346825653635
2022-01-28 00:00:00+00:00,0.9998585905296936,0.9795440626261407,0.99982,0.9997160771056194,0.9947346825653635
2022-01-30 00:00:00+00:00,0.9998585905296936,0.9795440626261407,0.99982,0.9997160771056194,0.9947346825653635
2022-01-31 00:00:00+00:00,0.9998585905296936,0.9795440626261407,0.99982,0.9997160771056194,0.9947346825653635
2022-02-01 00:00:00+00:00,0.9998585905296936,0.9795440626261407,0.99982,0.9997160771056194,0.9947346825653635
2022-02-02 00:00:00+00:00,0.9998585905296936,0.9795440626261407,0.99982,0.9997160771056194,0.9947346825653635
2022-02-03 00:00:00+00:00,1.008945425409521,0.9795440626261407,0.99982,0.9997160771056194,0.9970063912853203
2022-02-04 00:00:00+00:00,1.0088324272364946,0.9795440626261407,0.99982,0.9997160771056194,0.9969781417420637
2022-02-06 00:00:00+00:00,1.0088324272364946,0.9795440626261407,0.99982,0.9997160771056194,0.9969781417420637
